id,happiness,survey_type,province,city,county,survey_time,gender,birth,nationality,religion,religion_freq,edu,edu_other,edu_status,edu_yr,income,political,join_party,floor_area,property_0,property_1,property_2,property_3,property_4,property_5,property_6,property_7,property_8,property_other,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_10,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_exper,work_status,work_yr,work_type,work_manage,insur_1,insur_2,insur_3,insur_4,family_income,family_m,family_status,house,car,invest_0,invest_1,invest_2,invest_3,invest_4,invest_5,invest_6,invest_7,invest_8,invest_other,son,daughter,minor_child,marital,marital_1st,s_birth,marital_now,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_birth,f_edu,f_political,f_work_14,m_birth,m_edu,m_political,m_work_14,status_peer,status_3_before,view,inc_ability,inc_exp,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_11,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9
3530,4,1,12,32,58,2015/8/30 15:16,2,1956,1,1,1,4,,4,1973,-1,1,,40,0,1,0,0,0,0,0,0,0,,156,104,3,4,4,2,2,3,3,3,4,4,4,4,4,4,4,4,4,3,4,3,5,5,5,3,4,1,3,5,2,3,3,2,3,3,5,,,,,1,1,2,2,6000,2,2,1,2,0,1,0,0,0,0,0,0,0,,0,1,1,3,1981,1953,1981,4,1,2,6000,5,,,-2,3,1,1,1921,1,1,1,2,1,3,-8,60000,3,3,3,3,3,3,3,3,3,3,3,3,1,3,90,90,70,70,70,70,80,80,90
3531,4,1,5,11,27,2015/7/28 10:10,1,1977,1,1,1,8,,4,1994,20000,1,,53,0,1,0,0,0,0,0,0,0,,170,140,4,4,4,2,1,2,2,2,2,4,2,2,4,4,4,4,4,4,3,2,3,5,2,2,4,2,4,5,2,4,5,4,6,3,1,3,15,1,3,1,1,1,1,40000,3,3,1,2,0,1,0,0,0,0,0,0,0,,0,1,1,3,2002,1979,2002,8,1,2,20000,1,3,1,1951,3,1,2,1960,3,1,2,2,2,4,2,60000,4,4,4,3,4,4,2,4,4,4,2,4,1,4,70,70,70,70,70,70,70,70,70
3532,3,1,12,32,61,2015/8/1 10:21,1,1964,1,1,1,4,,4,1979,-2,1,,130,0,0,0,0,1,0,0,0,0,,173,100,4,5,4,1,1,2,2,1,4,4,1,1,5,4,4,4,2,3,3,1,5,5,1,4,4,2,2,3,1,2,3,3,4,2,1,3,11,1,3,1,1,2,2,-2,4,4,2,1,0,1,0,0,0,0,0,0,0,,1,2,0,3,1986,1964,1986,4,1,1,-2,1,3,1,1937,3,1,2,1937,3,1,2,1,2,4,3,50000,5,5,5,5,5,4,3,3,3,-8,-8,-8,2,5,70,50,60,70,60,50,50,70,70
3533,4,2,28,81,123,2015/7/31 16:42,2,1937,1,1,1,1,,,,12000,1,,120,0,0,1,0,0,0,0,0,0,,148,71,2,2,4,1,1,1,1,1,4,1,1,1,5,5,5,5,3,3,5,5,5,5,5,3,3,1,2,2,2,4,5,4,6,1,4,,,,,1,2,2,2,12000,2,3,1,2,0,1,0,0,0,0,0,0,0,,0,4,0,3,1957,1937,1957,3,1,1,0,4,,,-2,1,1,2,-2,1,1,2,2,1,4,2,20000,-8,4,4,3,3,4,-8,4,4,3,5,4,4,5,70,70,80,80,80,70,80,70,60
3534,4,2,5,8,24,2015/8/5 8:36,2,1988,1,1,1,4,,4,2001,0,1,,100,0,0,1,0,0,0,0,0,0,,160,100,4,4,4,1,1,2,2,2,3,2,1,2,5,5,5,5,4,4,4,3,5,2,4,4,4,2,3,3,1,4,4,2,4,2,4,,,,,1,1,2,2,30000,5,3,1,2,0,1,0,0,0,0,0,0,0,,0,1,1,3,2010,1985,2010,4,1,1,25000,3,,,1960,3,1,2,1961,3,1,2,2,2,3,2,30000,4,4,4,4,4,4,3,4,4,3,3,3,1,5,75,75,75,75,75,75,75,75,75
3535,4,1,2,5,12,2015/8/5 16:07,1,1986,8,1,1,12,,4,2009,30000,1,,40,0,0,0,0,1,0,0,0,0,,175,120,5,5,4,5,1,4,4,3,4,5,4,1,2,2,2,2,2,2,2,1,3,5,1,4,4,4,3,2,3,4,1,1,1,1,1,1,8,1,4,1,2,2,2,30000,3,3,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1947,3,1,11,1955,3,1,11,3,1,5,2,200000,4,4,3,3,4,4,2,4,3,3,-8,-8,2,2,10,0,10,30,0,50,40,40,50
3536,4,1,6,16,32,2015/8/11 15:12,1,1993,1,1,1,7,,4,2011,0,2,,70,0,0,0,0,0,0,0,0,1,,170,131,5,5,5,1,3,3,3,1,5,5,4,1,3,2,3,5,4,2,3,2,5,5,2,1,2,2,,,-8,4,5,5,6,5,1,3,5,1,3,1,2,2,2,-2,1,2,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1870,4,1,9,1971,3,1,9,3,3,5,2,120000,2,2,2,2,5,3,1,4,1,1,1,1,1,2,100,50,50,60,60,70,60,60,80
3537,4,1,19,57,91,2015/7/20 16:16,1,1931,1,1,1,10,,4,1950,60000,4,1948,73,0,1,0,0,0,0,0,0,0,,162,130,3,3,4,5,1,3,3,2,5,1,1,1,5,1,2,5,2,2,5,2,5,5,5,4,3,3,1,3,1,4,5,4,5,3,5,,,,,1,1,2,2,150000,2,3,1,2,0,1,0,0,0,0,0,0,0,,4,0,0,3,1956,1933,1956,3,4,5,60000,5,,,-2,1,1,2,-2,1,1,2,2,1,3,-8,-2,4,4,4,4,5,4,3,3,3,4,4,4,3,4,70,70,75,80,75,65,68,80,70
3538,4,2,5,10,26,2015/8/2 8:23,2,1945,1,1,1,1,,,,2000,1,,100,0,1,0,0,0,0,0,0,0,,160,90,1,1,4,1,1,1,1,1,1,1,1,5,5,5,5,5,5,1,5,5,5,3,5,4,3,1,1,-8,1,4,2,2,1,2,4,,,,,2,2,2,2,2500,1,1,1,2,0,1,0,0,0,0,0,0,0,,1,3,0,7,1965,,,,,,,,,,-2,-8,1,16,-2,-8,1,16,2,3,4,2,5000,4,4,4,4,4,-8,3,-8,3,-8,-8,-8,2,4,70,50,70,90,80,50,40,70,50
3539,4,2,24,72,112,2015/8/4 17:50,1,1953,1,1,1,3,,4,1966,-2,1,,170,0,1,0,0,0,0,0,0,0,,160,100,4,5,5,1,1,1,1,1,5,1,1,1,5,1,5,5,4,4,5,5,5,5,5,2,4,1,5,5,6,4,3,2,3,1,3,,,,,1,2,2,2,-2,4,3,1,2,0,1,0,0,0,0,0,0,0,,2,2,0,3,1972,1955,1972,3,1,1,-2,3,,,-2,1,1,2,-2,1,1,2,2,2,4,2,6000,5,5,4,4,5,-8,3,5,5,3,2,-8,3,5,100,80,90,70,30,80,80,80,90
3540,4,2,28,81,121,2015/7/30 10:08,1,1958,1,0,3,1,,,,20000,1,,150,0,1,0,0,0,0,0,0,0,,170,120,2,2,3,1,1,2,3,3,4,1,2,1,4,4,4,5,4,4,4,4,5,5,5,2,3,2,6,6,1,3,4,3,5,2,1,8,15,1,4,1,1,2,2,21000,2,3,1,2,0,1,0,0,0,0,0,0,0,,1,0,0,3,1985,1966,1985,1,1,1,0,3,,,1933,2,-8,1,1932,1,1,2,3,1,4,2,50000,4,4,4,4,5,3,4,-8,5,5,4,4,1,3,90,70,80,80,70,80,70,80,90
3541,4,1,13,36,67,2015/9/11 18:21,2,1952,1,1,1,6,,4,1971,20000,1,,129,0,0,1,0,0,0,0,0,0,,160,140,2,3,3,2,2,2,2,2,4,1,1,1,4,3,3,3,4,3,4,1,4,3,5,3,4,2,4,2,1,4,5,5,5,5,5,,,,,1,1,2,2,-2,2,3,2,1,0,1,0,0,0,0,0,0,0,,0,1,0,3,1976,1948,1976,7,4,4,40000,5,,,1921,1,4,1,1931,1,1,5,3,2,3,3,40000,3,3,3,2,4,3,3,4,3,4,3,3,1,4,80,60,80,70,70,70,80,80,80
3542,5,1,7,18,35,2015/8/7 9:21,2,1961,1,1,1,7,,3,1979,33600,1,,50,0,0,0,0,0,0,0,0,1,,173,200,4,5,5,2,1,1,2,1,5,3,1,1,3,4,1,5,5,5,3,5,5,5,2,2,4,4,7,7,1,4,6,6,7,3,5,,,,,1,1,2,2,135600,2,4,0,2,0,1,0,0,0,0,0,0,0,,1,0,0,6,1986,,,,,,,,,,1922,3,4,1,1927,12,4,1,2,2,4,2,30000,4,4,-8,-8,5,5,4,4,4,-8,-8,-8,3,3,80,80,80,80,80,80,90,70,80
3543,4,2,19,57,93,2015/7/19 10:20,2,1977,1,1,1,3,,4,-2,0,1,,15,0,0,0,0,0,0,0,0,1,,158,120,2,3,5,1,3,1,1,1,1,1,1,5,5,2,5,5,5,5,5,5,5,5,5,4,3,1,1,4,1,-8,2,2,3,3,4,,,,,1,1,2,2,0,5,2,1,2,1,0,0,0,0,0,0,0,0,,0,3,3,3,1998,1974,1998,3,1,1,0,1,3,1,1955,6,1,2,1953,1,1,2,2,2,-8,3,30000,1,1,1,1,5,1,1,1,2,2,-8,-8,1,4,-2,-2,-2,-2,-2,-2,-2,-2,-2
3544,5,2,6,16,32,2015/8/9 11:15,1,1941,1,1,1,3,,4,-2,2000,1,,60,0,1,0,0,0,0,0,0,0,,165,120,2,3,3,4,2,1,1,1,3,1,1,1,5,2,5,5,5,5,5,5,5,5,5,2,2,2,3,3,2,5,4,2,3,1,4,,,,,1,2,2,2,2000,2,2,1,2,0,1,0,0,0,0,0,0,0,,2,2,0,3,1973,1944,1973,3,1,4,1000,4,,,-2,1,1,16,-2,1,1,16,3,3,4,3,5000,3,3,3,3,3,3,3,3,3,3,3,3,3,4,50,60,60,60,60,60,60,60,60
3545,2,1,22,65,104,2015/7/9 14:00,2,1955,1,0,4,1,,,,10000,1,,70,0,1,0,0,0,0,0,0,0,,166,110,3,4,2,2,1,1,1,3,5,2,1,3,5,2,4,4,4,4,3,2,5,2,4,3,4,2,3,3,3,2,4,3,5,2,5,,,,,1,1,2,2,60000,2,3,1,2,0,1,0,0,0,0,0,0,0,,0,1,0,7,1975,,,,,,,,,,1935,2,4,2,1938,3,1,15,2,2,4,2,25000,4,4,4,4,5,3,3,-8,3,4,5,4,2,4,70,75,70,60,75,70,80,70,60
3546,4,2,5,10,26,2015/7/30 12:02,1,1988,1,1,1,4,,2,2000,60000,2,,50,0,1,1,0,0,0,0,0,0,,179,144,4,5,5,1,1,3,2,4,5,4,1,1,5,5,1,5,4,4,1,1,5,5,1,1,2,4,,,2,4,5,2,7,2,3,,,,,1,2,2,2,100000,3,3,1,2,0,1,0,0,0,0,0,0,0,,1,0,1,3,2010,1991,2010,4,1,1,0,3,,,1962,3,1,2,1965,3,1,2,2,2,5,3,200000,5,5,5,5,5,4,3,4,2,-8,-8,-8,1,4,80,70,80,70,70,80,80,70,70
3547,5,1,4,7,19,2015/10/24 14:53,1,1990,3,1,1,11,,4,2015,100000,4,,70,0,0,0,0,0,0,0,0,1,,172,140,5,5,5,2,3,2,2,2,3,5,2,4,3,3,4,5,2,2,5,5,4,5,1,5,5,3,7,3,3,4,5,5,5,5,1,3,3,1,2,1,1,2,2,200000,2,2,0,2,0,0,1,0,0,0,0,0,0,,0,0,,3,2015,1991,2015,10,2,1,100000,1,3,1,1967,6,1,1,1968,6,1,1,2,1,4,2,300000,5,5,5,5,5,5,5,5,5,5,5,5,1,3,80,80,80,80,80,80,80,80,80
3548,2,2,18,51,84,2015/7/28 13:03,2,1951,1,1,1,1,,,,5000,1,,180,0,0,1,0,0,0,0,0,0,,163,100,2,2,3,1,1,1,1,1,4,1,1,1,5,3,5,5,4,5,5,5,5,5,5,1,3,1,,,1,1,3,2,3,1,3,,,,,1,1,2,2,7000,2,1,1,2,0,1,0,0,0,0,0,0,0,,1,2,0,3,-2,1949,-2,1,1,1,2000,3,,,-2,1,1,2,-2,1,1,2,3,2,-8,4,-2,4,4,4,4,5,-8,3,-8,3,-8,-8,-8,3,4,70,50,0,60,-2,0,0,60,50
3549,4,1,16,44,75,2015/7/26 12:44,1,1970,1,1,1,5,,4,1990,30000,1,,75,0,1,1,0,0,0,0,0,0,,170,120,3,3,3,5,1,1,1,1,4,3,3,1,4,5,5,5,4,4,5,5,5,5,3,2,3,1,7,3,1,4,5,5,5,5,1,2,10,1,4,1,1,2,2,40000,3,2,1,2,0,1,0,0,0,0,0,0,0,,1,0,1,3,2000,1971,2000,4,1,5,10000,1,3,1,1935,-8,1,1,1941,1,1,15,2,2,4,3,40000,4,3,-8,-8,5,5,3,4,4,4,4,4,1,4,90,90,80,90,70,70,70,80,90
3550,4,1,15,43,74,2015/7/12 10:41,2,1935,1,1,1,2,,,,24000,1,,130,0,0,0,1,0,0,0,0,0,,155,100,3,3,4,2,1,1,1,3,3,1,1,1,5,4,4,4,4,4,2,2,5,5,5,3,3,1,3,5,1,4,7,6,7,3,5,,,,,1,1,2,2,100000,3,4,1,2,0,1,0,0,0,0,0,0,0,,1,0,0,7,1955,,,,,,,,,,1911,1,1,2,1915,1,1,2,2,2,4,2,30000,4,4,4,3,5,4,3,-8,3,4,3,4,2,3,70,65,70,75,75,75,70,75,75
3551,3,1,26,76,116,2015/10/2 16:36,1,1980,1,1,2,4,,4,1995,20000,1,,70,0,0,0,0,0,0,0,0,1,,170,150,4,4,4,2,1,2,2,2,4,4,4,1,5,3,3,5,5,4,4,4,4,-8,1,2,2,2,2,3,1,3,4,3,5,2,1,5,10,1,4,1,1,2,2,40000,2,2,1,2,0,1,0,0,0,0,0,0,0,,0,1,1,6,2004,,,,,,,,,,1950,1,1,2,1955,1,1,2,3,3,3,3,10000,4,4,3,3,3,3,3,4,4,4,4,3,3,3,90,89,89,79,79,89,89,89,89
3552,4,1,6,12,28,2015/7/31 9:12,2,1954,1,1,1,6,,4,1973,23000,1,,87,0,0,1,0,0,0,0,0,0,,154,97,3,4,5,4,1,3,3,1,4,2,2,1,5,2,3,2,3,3,3,5,5,5,5,2,1,3,2,2,2,4,6,4,7,2,5,,,,,1,1,2,2,40000,3,3,1,2,0,1,0,0,0,0,0,0,0,,1,0,0,3,1981,1954,1981,4,1,4,15000,5,,,-2,4,1,2,1935,1,1,2,2,1,3,2,30000,4,4,4,3,3,3,3,2,3,3,-8,1,1,4,70,70,70,60,60,60,70,70,70
3553,4,1,18,55,89,2015/7/25 9:48,1,1981,1,1,1,9,,4,2012,10000,4,2013,142,0,1,1,0,0,0,0,0,0,,185,180,5,5,5,2,1,1,1,1,4,5,1,2,4,2,3,5,2,2,4,2,5,5,1,2,4,3,3,3,1,2,5,5,6,4,1,3,18,1,2,1,1,1,1,20000,3,3,1,1,0,1,0,0,0,0,0,0,0,,1,0,1,3,2003,1980,2003,11,1,2,10000,1,3,1,-2,4,1,-8,-2,-8,-8,-8,2,1,4,2,50000,4,4,4,4,4,4,1,4,4,2,-8,1,1,4,60,50,70,60,50,60,70,50,50
3554,4,1,7,18,37,2015/8/4 10:25,1,1993,1,1,1,6,,4,2012,0,1,,60,0,0,0,0,1,0,0,0,0,,181,138,5,5,3,2,1,1,1,1,1,5,3,3,3,4,2,4,4,4,1,2,5,5,1,1,5,5,,,3,4,3,3,7,3,6,,,,,2,2,1,2,80000,3,3,1,2,0,0,1,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1962,7,1,1,1967,6,1,1,2,2,2,-8,200000,5,4,4,4,5,5,4,5,4,4,-8,5,3,3,85,80,60,50,70,60,75,40,80
3555,4,2,2,3,10,2015/7/26 12:38,2,1970,4,0,4,3,,2,,-1,1,,150,0,1,1,0,0,0,0,0,0,,157,128,4,5,5,1,1,1,1,1,5,1,1,1,5,3,5,5,4,4,5,5,5,5,5,5,3,1,2,5,2,4,8,6,-8,9,3,,,,,1,1,2,2,10000,3,2,2,2,0,1,0,0,0,0,0,0,0,,1,1,0,3,-2,1957,-2,1,1,1,-1,1,5,2,-2,1,1,2,1938,1,4,-8,2,2,3,2,10000,4,1,2,3,5,-8,3,-8,4,-8,1,-8,1,5,100,100,90,100,100,100,100,80,80
3556,4,2,29,83,126,2015/7/20 10:28,2,1953,1,0,8,3,,4,1966,4000,1,,90,0,0,0,0,0,0,0,0,1,,162,115,4,4,4,1,1,2,2,2,4,1,1,1,4,2,4,4,4,4,4,4,4,4,5,2,4,2,5,5,2,2,4,3,6,2,3,,,,,1,1,2,2,10000,2,2,1,2,0,1,0,0,0,0,0,0,0,,0,1,0,3,1973,1952,1973,3,1,1,4000,3,,,-2,1,1,2,-2,1,1,2,2,2,3,2,6000,4,4,4,4,4,3,4,4,4,4,-8,4,3,4,50,60,70,70,60,60,60,70,80
3557,4,1,10,26,48,2015/7/30 11:06,2,1968,1,1,2,4,,4,1985,24000,1,,70,0,0,1,0,0,0,0,0,0,,165,120,4,3,3,2,1,1,1,1,4,3,1,1,5,3,4,5,4,4,3,4,5,5,1,3,3,2,5,3,3,4,4,3,5,3,1,3,20,1,3,1,1,2,2,50000,4,3,1,2,0,1,0,0,0,0,0,0,0,,1,1,1,3,1994,1971,1994,7,4,2,26000,1,3,1,1944,4,4,2,1943,1,1,2,2,1,3,2,40000,5,5,3,3,5,4,3,3,3,-8,-8,-8,3,4,80,70,70,70,60,70,70,70,70
3558,4,2,2,3,10,2015/7/26 13:49,2,1968,1,1,3,1,,,,5000,1,,80,0,0,1,0,0,0,0,0,0,,160,100,4,4,4,1,1,1,1,1,4,1,2,2,5,3,5,5,4,4,3,5,5,4,5,3,3,1,4,7,1,3,2,1,3,1,3,,,,,1,2,2,2,12000,4,2,1,2,0,1,0,0,0,0,0,0,0,,1,1,0,3,2011,1964,2011,4,1,1,5000,3,,,-2,1,1,2,-2,1,1,2,3,1,4,2,100000,2,3,2,2,3,2,2,3,2,2,2,3,2,4,80,80,80,80,80,80,80,80,80
3559,4,1,27,78,118,2015/8/4 18:41,1,1943,1,1,1,6,,4,1964,24000,1,,40,0,1,0,0,0,0,0,0,0,,172,145,4,4,4,2,1,3,3,2,4,5,1,1,5,1,2,5,2,4,1,1,5,4,1,1,4,4,,,1,4,5,4,6,1,5,,,,,1,1,2,2,24000,1,2,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1913,10,1,1,1911,1,1,15,3,1,2,3,35000,3,3,5,5,5,2,1,2,2,2,-8,-8,1,4,60,70,60,70,80,70,70,60,60
3560,4,1,22,66,106,2015/7/15 10:53,2,1960,1,1,1,10,,4,-2,30000,4,1980,95,0,1,1,0,0,0,0,0,0,,165,100,4,4,4,2,2,2,2,2,3,2,2,2,4,4,4,4,3,3,4,4,4,4,4,2,2,2,4,4,1,4,7,6,7,6,5,,,,,1,1,2,2,60000,2,4,1,2,0,1,0,0,0,0,0,0,0,,1,0,0,3,-2,1958,-2,10,4,2,30000,5,,,-2,4,1,3,-2,4,1,3,2,2,4,2,60000,4,3,3,3,4,4,3,4,3,-8,-8,3,2,5,80,80,65,60,70,60,65,80,78
3561,4,1,12,32,61,2015/8/4 19:15,1,1963,1,0,5,6,,4,1980,100000,1,,118,0,1,0,0,0,0,0,0,0,,172,125,4,5,4,5,3,2,2,1,5,2,2,1,5,3,4,5,2,3,1,1,5,5,4,2,4,3,5,4,2,2,5,4,6,1,1,1,33,1,1,1,1,1,1,150000,3,4,3,1,0,1,0,0,0,0,0,0,0,,0,1,1,3,2010,1980,2010,8,1,4,50000,1,3,1,1942,6,1,1,1944,6,1,1,2,2,2,2,200000,4,3,4,4,5,5,3,4,3,3,4,-8,2,4,80,80,80,80,80,80,80,80,80
3562,3,2,17,50,83,2015/7/26 13:15,2,1982,1,1,1,4,,4,1999,11000,1,,165,0,0,0,0,1,0,0,0,0,,160,101,5,5,4,1,1,4,1,1,5,1,1,2,5,5,1,5,5,5,5,4,5,3,5,1,2,2,,,1,1,6,2,8,1,1,5,2,1,3,1,1,2,2,25000,6,3,1,2,0,1,0,0,0,0,0,0,0,,2,0,2,3,2005,1982,2005,3,1,1,10000,1,5,1,1956,4,4,2,1956,3,1,2,2,2,4,2,30000,5,5,5,5,5,5,4,5,5,-8,-8,3,1,4,60,70,80,85,40,75,100,70,60
3563,5,2,17,48,80,2015/7/24 16:39,2,1965,-8,1,1,3,,2,,5000,1,,200,0,0,1,0,0,0,0,0,0,,160,130,2,3,3,2,1,1,1,2,3,1,1,1,5,4,5,5,5,5,2,1,5,5,5,1,3,1,,,1,5,4,1,5,3,3,,,,,1,1,1,2,15000,2,2,1,2,0,1,0,0,0,0,0,0,0,,0,2,2,3,-2,1963,-2,6,1,1,6000,3,,,-2,-8,1,2,-2,-8,1,2,3,2,5,4,10000,5,2,4,4,5,-8,2,3,2,3,-8,-8,1,5,-2,-2,-3,-3,-2,60,60,30,-2
3564,2,1,15,42,73,2015/7/13 8:11,2,1970,1,1,1,4,,4,1987,0,1,,100,0,1,1,0,0,0,0,0,0,,160,100,3,3,3,2,2,3,2,2,5,5,1,1,4,2,4,5,3,3,2,4,5,4,1,5,4,3,1,3,1,2,4,3,6,2,6,,,,,1,2,2,2,50000,2,2,1,2,0,1,0,0,0,0,0,0,0,,1,0,0,3,1994,1971,1994,4,1,2,50000,1,2,1,1942,3,1,2,1941,1,1,2,2,1,3,2,10000,4,4,3,3,4,3,4,3,4,3,3,4,3,5,50,50,50,60,50,60,50,60,40
3565,4,2,6,17,33,2015/8/5 8:35,1,1951,1,1,1,3,,2,,40000,1,,180,0,1,0,0,0,0,0,0,0,,170,120,3,4,4,1,1,1,1,1,5,1,1,1,5,5,5,5,5,3,5,5,5,5,5,4,3,2,2,2,1,3,5,2,6,2,1,3,46,1,3,1,1,2,2,40000,1,4,1,2,0,1,0,0,0,0,0,0,0,,1,1,0,7,1982,,,,,,,,,,-2,1,1,2,-2,1,1,2,1,1,4,2,50000,4,4,4,4,4,4,3,4,4,-8,-8,-8,2,4,80,75,80,80,80,80,80,80,80
3566,4,1,10,26,48,2015/7/30 19:31,1,1969,1,1,3,6,,4,1988,50000,1,,100,0,1,0,0,0,0,0,0,0,,176,145,4,4,4,2,1,2,2,2,4,3,2,1,4,3,4,4,3,3,4,4,4,4,2,3,3,2,3,3,2,4,6,6,6,4,1,3,25,1,2,1,2,2,2,80000,3,3,1,1,0,1,0,0,0,0,0,0,0,,0,1,0,3,1993,1968,1993,6,1,1,30000,1,2,1,1942,1,1,5,1942,1,1,2,2,2,4,2,80000,4,4,5,4,5,4,3,5,3,3,4,4,2,3,80,70,70,80,70,60,80,70,80
3567,4,1,7,18,34,2015/8/7 18:48,2,1961,1,1,1,6,,4,1980,36000,1,,45,0,0,1,0,0,0,0,0,0,,165,130,4,5,4,5,2,4,1,1,5,1,1,1,5,4,1,5,4,4,5,5,5,5,5,3,3,1,1,1,1,4,6,5,7,4,5,,,,,1,1,2,2,72000,2,3,1,2,0,1,0,0,0,0,0,0,0,,0,1,0,3,1986,1961,1986,6,1,5,36000,1,3,1,1923,4,1,1,1925,4,1,16,2,2,3,2,50000,4,3,3,3,4,4,2,3,2,-8,-8,-8,1,3,70,80,70,80,80,80,65,70,80
3568,1,2,23,68,108,2015/10/1 18:42,2,1960,1,1,1,1,,,,1000,1,,600,0,0,1,0,0,0,0,0,0,,155,89,1,1,1,1,1,1,1,1,3,1,1,2,5,4,5,5,4,5,5,5,5,2,5,2,2,1,3,6,2,1,1,2,1,1,3,,,,,1,1,2,2,30000,2,1,1,2,0,1,0,0,0,0,0,0,0,,1,1,0,3,1985,1956,1985,3,1,1,6400,3,,,1944,1,1,2,1952,1,1,2,3,1,4,4,3000,5,5,4,4,5,5,1,-8,5,4,-8,-8,1,2,100,100,20,100,10,100,100,20,100
3569,2,2,13,36,67,2015/9/19 15:58,2,1964,6,1,1,4,,4,-2,0,1,,200,0,0,1,0,0,0,0,0,0,,160,110,2,4,4,1,1,1,1,1,4,1,1,1,5,4,5,5,4,4,5,5,5,5,5,2,2,1,5,5,1,4,4,3,5,1,4,,,,,1,2,2,2,-2,3,2,2,1,0,1,0,0,0,0,0,0,0,,2,0,1,3,1984,1960,1984,6,4,1,0,4,,,-2,1,1,2,-2,1,1,2,3,2,3,3,20000,4,3,4,-8,4,-8,2,4,2,4,-8,4,1,5,70,90,90,80,-2,90,90,90,80
3570,4,2,9,21,43,2015/7/6 7:08,1,1940,1,1,1,3,,2,,2500,1,,50,0,1,0,0,0,0,0,0,0,,170,110,4,5,5,1,1,1,1,3,5,1,1,1,5,4,5,5,2,4,5,5,5,5,5,2,4,1,3,5,1,5,5,2,5,1,5,,,,,1,1,2,2,2500,2,3,1,2,0,1,0,0,0,0,0,0,0,,3,1,0,3,1961,1940,1961,1,1,1,0,4,,,-2,1,1,2,-2,1,1,2,3,1,4,2,3000,5,3,4,4,4,3,3,3,4,-8,-8,-8,3,5,70,70,60,70,70,80,80,70,80
3571,4,2,29,84,127,2015/7/23 18:59,2,1970,1,1,1,3,,4,1983,30000,1,,130,0,1,0,0,0,0,0,0,0,,163,140,2,2,2,1,1,2,2,4,5,1,1,1,5,4,4,4,4,4,5,5,5,2,5,2,4,1,2,2,1,4,1,1,2,1,1,5,10,1,4,1,1,2,2,20000,4,3,1,2,0,1,0,0,0,0,0,0,0,,0,1,0,3,1989,1967,1989,3,1,1,4000,1,5,1,1944,3,1,2,1948,1,1,2,2,1,4,4,50000,4,4,4,4,4,4,2,3,5,-8,-8,-8,1,5,80,90,95,90,85,80,80,90,90
3572,4,1,11,29,52,2015/7/19 9:32,1,1964,1,1,1,4,,4,1981,30000,1,,40,0,0,0,0,0,0,0,0,1,,180,150,5,4,4,1,3,1,3,3,4,3,1,2,5,4,4,4,4,4,4,4,4,5,3,4,3,2,2,5,4,2,3,3,4,3,2,,,,,1,1,2,2,40000,3,2,0,2,0,1,0,0,0,0,0,0,0,,0,1,0,3,-2,1966,-2,1,1,1,0,3,,,1945,1,1,2,1950,1,1,2,3,2,4,2,100000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,60,80,79,70,79,70,80,70,80
3573,4,1,5,11,27,2015/7/27 13:32,2,1966,1,1,1,12,,4,1989,60000,1,,80,0,0,1,0,0,0,0,0,0,,162,112,5,4,4,2,2,2,2,2,4,3,2,1,3,2,3,4,3,3,2,2,4,3,2,2,3,3,2,3,2,3,5,3,6,2,1,3,26,1,3,1,1,1,1,120000,3,3,1,1,0,1,0,0,0,0,0,0,0,,1,0,0,3,1991,1967,1967,12,1,2,60000,1,3,1,1933,6,4,1,1936,4,1,1,2,2,4,3,100000,3,3,3,3,4,4,3,4,3,3,-8,4,3,3,70,70,70,70,60,70,60,70,75
3574,4,1,4,7,18,2015/10/5 9:36,1,1952,1,1,1,4,,4,1968,36000,1,,54,0,1,0,0,0,0,0,0,0,,165,147,3,2,4,5,1,2,2,4,4,2,4,1,5,2,5,5,4,4,5,5,5,5,3,2,4,2,7,5,3,2,1,1,1,4,5,,,,,1,1,2,2,66000,5,2,1,1,0,1,0,0,0,0,0,0,0,,1,0,0,3,1979,1955,1979,4,1,5,30000,5,,,1923,13,1,1,-2,7,4,-8,2,2,2,3,72000,4,3,3,3,3,4,3,3,2,3,2,3,1,3,60,60,30,30,30,30,50,30,10
